FROM_ACCOUNT,TO_ACCOUNT,AMOUNT,TYPE,DATE,FLAG
ACC522060,ACC321275,75224,NEFT,2024-04-14,normal
ACC713762,ACC836996,45826,NEFT,2025-01-25,normal
ACC147726,ACC713762,39932,Cash Deposit,2023-04-07,normal
ACC718226,ACC342720,36536,Cash Deposit,2023-01-12,normal
ACC644173,ACC876039,72870,Cash Deposit,2023-12-08,normal
ACC644173,ACC718226,72520,RTGS,2024-11-10,normal
ACC713762,ACC326895,130887,UPI,2025-11-06,normal
ACC528361,ACC332360,7405,RTGS,2022-02-07,normal
ACC899787,ACC326895,121733,RTGS,2025-04-06,normal
ACC718226,ACC713762,23548,RTGS,2025-01-26,normal
ACC528361,ACC718226,109771,RTGS,2022-03-03,normal
ACC899787,ACC301939,38116,UPI,2025-08-29,normal
ACC713762,ACC901577,38566,Cash Deposit,2025-02-03,normal
ACC142185,ACC528361,69777,RTGS,2023-10-02,normal
ACC185131,ACC644173,82074,UPI,2025-09-03,normal
ACC522060,ACC644173,111828,Cash Deposit,2023-03-25,normal
ACC478411,ACC644173,30068,NEFT,2025-06-27,normal
ACC522060,ACC876039,50043,RTGS,2024-03-18,normal
ACC713762,ACC950544,111656,RTGS,2025-12-11,normal
ACC342720,ACC142185,36084,NEFT,2023-07-20,normal
ACC326895,ACC342720,6506,Cash Deposit,2024-03-29,normal
ACC876039,ACC717113,53266,NEFT,2025-01-24,normal
ACC876039,ACC342720,133188,UPI,2024-10-26,normal
ACC360247,ACC713762,108208,NEFT,2023-06-16,normal
ACC321275,ACC717113,134444,NEFT,2024-02-28,normal
ACC713762,ACC326895,18379,UPI,2025-12-02,normal
ACC528361,ACC901577,13950,RTGS,2022-08-03,normal
ACC360247,ACC321275,7933,UPI,2024-08-25,normal
ACC901577,ACC876039,118297,NEFT,2024-12-06,normal
ACC600935,ACC342720,16742,RTGS,2023-04-10,normal
ACC342720,ACC600935,42534,UPI,2022-09-23,normal
ACC876039,ACC522060,102715,RTGS,2023-05-30,normal
ACC876039,ACC321275,98032,RTGS,2023-12-22,normal
ACC876039,ACC718226,37377,RTGS,2023-03-13,normal
ACC342720,ACC478411,102250,Cash Deposit,2025-02-03,normal
ACC396451,ACC876039,95456,RTGS,2022-05-16,normal
ACC528361,ACC321275,103747,Cash Deposit,2025-12-01,normal
ACC326895,ACC713762,130603,RTGS,2024-11-01,normal
ACC718226,ACC528361,31141,NEFT,2022-10-08,normal
ACC528361,ACC760021,27811,Cash Deposit,2023-12-01,normal
ACC342720,ACC889359,98943,RTGS,2023-07-28,normal
ACC342720,ACC600935,11615,NEFT,2024-01-04,normal
ACC342720,ACC522060,79727,Cash Deposit,2022-05-30,normal
ACC528361,ACC114835,140432,UPI,2024-04-04,normal
ACC185131,ACC644173,107090,RTGS,2024-09-01,normal
ACC899787,ACC205409,34867,RTGS,2023-03-23,normal
ACC326895,ACC899787,99128,Cash Deposit,2023-04-27,normal
ACC332360,ACC342720,139580,UPI,2025-05-21,normal
ACC876039,ACC282256,109870,NEFT,2024-07-11,normal
ACC326895,ACC342720,70071,UPI,2022-10-29,normal
ACC326895,ACC321275,47990,UPI,2025-08-10,normal
ACC713762,ACC522060,50335,RTGS,2025-10-21,normal
ACC342720,ACC889359,65351,NEFT,2025-02-11,normal
ACC899787,ACC713762,131304,NEFT,2023-01-05,normal
ACC878967,ACC528361,99361,UPI,2023-09-05,normal
ACC718226,ACC644173,31759,UPI,2025-06-20,normal
ACC713762,ACC718226,10753,RTGS,2023-04-08,normal
ACC717113,ACC528361,66383,UPI,2023-01-30,normal
ACC301939,ACC644173,107247,NEFT,2023-02-10,normal
ACC326895,ACC342720,72307,NEFT,2025-08-05,normal
ACC332360,ACC899787,88996,NEFT,2023-12-28,normal
ACC321275,ACC326895,86236,NEFT,2025-12-05,normal
ACC899787,ACC321275,127259,RTGS,2022-10-04,normal
ACC342720,ACC332360,135146,RTGS,2023-06-30,normal
ACC342720,ACC114835,147607,UPI,2022-11-22,normal
ACC717113,ACC342720,111446,UPI,2024-03-18,normal
ACC836996,ACC899787,111572,RTGS,2022-04-23,normal
ACC644173,ACC522060,104477,UPI,2023-07-31,normal
ACC342720,ACC836996,69888,NEFT,2023-08-03,normal
ACC644173,ACC718226,54441,RTGS,2022-07-23,normal
ACC713762,ACC522060,131607,UPI,2025-06-23,normal
ACC878967,ACC899787,12794,Cash Deposit,2022-12-12,normal
ACC528361,ACC878967,72429,RTGS,2023-12-09,normal
ACC342720,ACC396451,133329,Cash Deposit,2024-03-07,normal
ACC153872,ACC528361,4825,Cash Deposit,2022-12-05,normal
ACC522060,ACC342720,98920,RTGS,2023-04-07,normal
ACC342720,ACC717113,10520,UPI,2025-04-06,normal
ACC644173,ACC205409,114303,Cash Deposit,2022-03-10,normal
ACC528361,ACC153872,134924,Cash Deposit,2024-06-01,normal
ACC326895,ACC528361,14239,RTGS,2024-03-04,normal
ACC528361,ACC717113,5887,UPI,2024-08-29,normal
ACC876039,ACC717113,142642,RTGS,2022-11-24,normal
ACC321275,ACC717113,63451,UPI,2022-06-28,normal
ACC713762,ACC717113,18648,Cash Deposit,2025-06-17,normal
ACC713762,ACC360247,73186,Cash Deposit,2023-04-21,normal
ACC342720,ACC899787,21751,NEFT,2024-08-12,normal
ACC751194,ACC528361,80419,Cash Deposit,2024-12-14,normal
ACC713762,ACC889359,71353,Cash Deposit,2023-07-29,normal
ACC342720,ACC718226,6264,RTGS,2023-05-13,normal
ACC713762,ACC142185,62508,NEFT,2024-05-26,normal
ACC644173,ACC522060,47660,NEFT,2022-10-04,normal
ACC321275,ACC153872,51097,RTGS,2024-02-02,normal
ACC713762,ACC889359,28818,Cash Deposit,2025-06-28,normal
ACC717113,ACC644173,42091,Cash Deposit,2025-08-27,normal
ACC326895,ACC321275,85358,NEFT,2023-04-07,normal
ACC332360,ACC713762,93648,UPI,2022-05-08,normal
ACC147726,ACC528361,49012,UPI,2022-04-03,normal
ACC899787,ACC522060,20607,UPI,2025-04-24,normal
ACC342720,ACC718226,19219,RTGS,2022-01-11,normal
ACC644173,ACC899787,95658,RTGS,2022-07-03,normal
ACC899787,ACC142185,45636,Cash Deposit,2025-01-07,normal
ACC876039,ACC326895,32663,NEFT,2024-03-26,normal
ACC717113,ACC342720,145112,UPI,2022-11-03,normal
ACC717113,ACC899787,7515,RTGS,2025-09-13,normal
ACC321275,ACC326895,55404,Cash Deposit,2023-04-30,normal
ACC528361,ACC522060,129764,RTGS,2022-03-29,normal
ACC713762,ACC332360,46089,NEFT,2022-03-26,normal
ACC796212,ACC876039,40078,RTGS,2024-03-09,normal
ACC713762,ACC396451,43663,NEFT,2022-10-28,normal
ACC713762,ACC332360,64195,NEFT,2025-08-01,normal
ACC899787,ACC528361,122604,RTGS,2024-01-30,normal
ACC899787,ACC205409,31389,UPI,2025-03-22,normal
ACC644173,ACC332360,141839,NEFT,2024-05-31,normal
ACC341736,ACC644173,93440,Cash Deposit,2024-10-06,normal
ACC899787,ACC141797,61016,NEFT,2024-11-18,normal
ACC644173,ACC301939,46007,Cash Deposit,2025-05-07,normal
ACC899787,ACC478411,63534,NEFT,2024-04-16,normal
ACC326895,ACC876039,85853,RTGS,2025-11-23,normal
ACC528361,ACC340044,141334,RTGS,2024-03-25,normal
ACC326895,ACC876039,57137,RTGS,2025-03-04,normal
ACC326895,ACC713762,19107,UPI,2024-05-16,normal
ACC321275,ACC114835,76539,UPI,2023-05-19,normal
ACC876039,ACC326895,115376,UPI,2025-07-04,normal
ACC876039,ACC522060,126057,UPI,2024-01-22,normal
ACC342720,ACC889359,58748,UPI,2022-09-19,normal
ACC282256,ACC644173,69439,NEFT,2024-02-20,normal
ACC899787,ACC326895,120077,UPI,2024-06-13,normal
ACC321275,ACC282256,130894,UPI,2022-05-12,normal
ACC899787,ACC717113,103402,UPI,2023-01-30,normal
ACC644173,ACC522060,118594,UPI,2022-11-12,normal
ACC718226,ACC528361,131376,NEFT,2023-12-23,normal
ACC713762,ACC878967,125275,Cash Deposit,2024-06-01,normal
ACC522060,ACC713762,6453,UPI,2024-11-15,normal
ACC899787,ACC185131,143703,UPI,2025-06-06,normal
ACC876039,ACC522060,145787,UPI,2022-04-03,normal
ACC282256,ACC713762,139017,UPI,2022-11-22,normal
ACC342720,ACC950544,105922,Cash Deposit,2025-11-27,normal
ACC644173,ACC360247,25678,UPI,2024-08-17,normal
ACC326895,ACC876039,16841,RTGS,2022-03-15,normal
ACC273982,ACC713762,86662,Cash Deposit,2025-12-11,normal
ACC340044,ACC342720,9302,Cash Deposit,2025-07-18,normal
ACC522060,ACC342720,27766,UPI,2024-11-12,normal
ACC114835,ACC528361,11607,NEFT,2022-08-31,normal
ACC522060,ACC342720,61057,Cash Deposit,2023-01-27,normal
ACC282256,ACC528361,59152,Cash Deposit,2022-07-25,normal
ACC950544,ACC321275,75441,NEFT,2023-06-24,normal
ACC718226,ACC644173,142874,NEFT,2023-03-05,normal
ACC644173,ACC718226,82889,NEFT,2024-09-16,normal
ACC751194,ACC899787,41946,Cash Deposit,2023-04-10,normal
ACC718226,ACC644173,78924,UPI,2022-02-20,normal
ACC168517,ACC528361,134653,UPI,2025-09-17,normal
ACC321275,ACC878967,40614,RTGS,2025-09-18,normal
ACC522060,ACC876039,103345,NEFT,2025-12-02,normal
ACC321275,ACC326895,149443,RTGS,2023-02-21,normal
ACC321275,ACC326895,148231,RTGS,2023-01-22,normal
ACC341736,ACC899787,59718,NEFT,2023-07-05,normal
ACC332360,ACC713762,116745,UPI,2024-05-17,normal
ACC717113,ACC342720,95507,RTGS,2025-08-09,normal
ACC141797,ACC644173,145543,NEFT,2023-10-25,normal
ACC644173,ACC282256,89693,NEFT,2023-12-05,normal
ACC185131,ACC644173,73063,Cash Deposit,2023-08-14,normal
ACC522060,ACC644173,89854,NEFT,2025-11-25,normal
ACC876039,ACC141797,38203,Cash Deposit,2022-12-11,normal
ACC713762,ACC114835,67496,UPI,2023-02-26,normal
ACC713762,ACC326895,36207,UPI,2023-01-13,normal
ACC713762,ACC644173,107980,Cash Deposit,2024-01-30,normal
ACC522060,ACC342720,72987,RTGS,2024-03-17,normal
ACC185131,ACC876039,90621,RTGS,2023-03-03,normal
ACC899787,ACC796212,66184,RTGS,2022-02-17,normal
ACC899787,ACC342720,3066,Cash Deposit,2022-07-15,normal
ACC836996,ACC644173,76835,UPI,2024-03-26,normal
ACC713762,ACC836996,110425,RTGS,2025-12-09,normal
ACC321275,ACC717113,25181,RTGS,2025-06-24,normal
ACC153872,ACC876039,109923,UPI,2025-10-28,normal
ACC718226,ACC342720,9219,RTGS,2022-08-21,normal
ACC342720,ACC326895,73331,NEFT,2025-04-13,normal
ACC528361,ACC332360,61355,Cash Deposit,2023-04-20,normal
ACC644173,ACC326895,111907,UPI,2024-09-14,normal
ACC332360,ACC713762,144712,NEFT,2022-07-06,normal
ACC114835,ACC644173,23767,NEFT,2022-02-21,normal
ACC717113,ACC876039,129313,NEFT,2025-04-26,normal
ACC342720,ACC796212,24651,NEFT,2024-10-11,normal
ACC876039,ACC332360,138512,NEFT,2025-02-11,normal
ACC644173,ACC168517,135713,RTGS,2024-01-25,normal
ACC326895,ACC342720,22890,RTGS,2022-03-18,normal
ACC718226,ACC644173,101339,Cash Deposit,2022-09-08,normal
ACC876039,ACC713762,28290,UPI,2024-09-22,normal
ACC321275,ACC340044,92971,NEFT,2025-09-28,normal
ACC644173,ACC340044,40173,UPI,2022-12-04,normal
ACC876039,ACC326895,148357,NEFT,2025-04-13,normal
ACC876039,ACC796212,118557,UPI,2023-05-29,normal
ACC899787,ACC332360,74943,NEFT,2023-01-18,normal
ACC899787,ACC205409,42167,RTGS,2024-11-30,normal
ACC342720,ACC760021,49277,NEFT,2023-10-24,normal
ACC360247,ACC876039,65016,Cash Deposit,2022-10-16,normal
ACC332360,ACC321275,82691,Cash Deposit,2022-08-15,normal
ACC360247,ACC528361,33253,UPI,2024-01-06,normal
ACC168517,ACC713762,3298,UPI,2024-03-22,normal
ACC713762,ACC273982,10655,NEFT,2023-03-18,normal
ACC321275,ACC717113,114797,RTGS,2022-07-23,normal
ACC899787,ACC332360,98591,Cash Deposit,2023-12-26,normal
ACC718226,ACC342720,58936,UPI,2022-10-07,normal
ACC153872,ACC342720,33003,Cash Deposit,2025-06-13,normal
ACC644173,ACC889359,112289,RTGS,2025-12-28,normal
ACC717113,ACC876039,117814,RTGS,2022-02-19,normal
ACC342720,ACC326895,143000,UPI,2025-03-02,normal
ACC522060,ACC321275,21175,UPI,2023-03-01,normal
ACC876039,ACC718226,103162,RTGS,2025-06-10,normal
ACC644173,ACC326895,117680,Cash Deposit,2024-11-13,normal
ACC321275,ACC522060,7683,RTGS,2023-09-21,normal
ACC644173,ACC147726,102421,Cash Deposit,2024-12-29,normal
ACC282256,ACC321275,117566,UPI,2025-04-11,normal
ACC141797,ACC899787,72707,NEFT,2023-10-11,normal
ACC321275,ACC114835,106910,NEFT,2024-06-30,normal
ACC522060,ACC342720,138372,UPI,2024-05-23,normal
ACC713762,ACC326895,120321,RTGS,2025-10-15,normal
ACC342720,ACC360247,17732,NEFT,2025-01-12,normal
ACC717113,ACC321275,54943,UPI,2025-09-21,normal
ACC718226,ACC644173,56363,UPI,2024-02-07,normal
ACC522060,ACC899787,89857,NEFT,2025-02-19,normal
ACC332360,ACC342720,91383,UPI,2023-02-23,normal
ACC644173,ACC332360,144702,UPI,2024-08-14,normal
ACC717113,ACC528361,60657,UPI,2025-02-11,normal
ACC836996,ACC528361,78674,Cash Deposit,2022-10-15,normal
ACC326895,ACC876039,130151,NEFT,2023-03-20,normal
ACC528361,ACC522060,113986,RTGS,2022-09-04,normal
ACC332360,ACC321275,41934,Cash Deposit,2022-11-27,normal
ACC340044,ACC713762,101578,Cash Deposit,2025-10-29,normal
ACC713762,ACC321275,122233,Cash Deposit,2022-02-13,normal
ACC899787,ACC168517,65765,NEFT,2024-05-12,normal
ACC528361,ACC718226,31960,Cash Deposit,2022-06-19,normal
ACC332360,ACC321275,13496,RTGS,2022-05-22,normal
ACC321275,ACC522060,111853,NEFT,2022-01-19,normal
ACC876039,ACC522060,90149,RTGS,2025-05-09,normal
ACC644173,ACC321275,110309,RTGS,2025-07-21,normal
ACC522060,ACC876039,64931,NEFT,2022-11-16,normal
ACC713762,ACC760021,35694,NEFT,2023-08-18,normal
ACC522060,ACC876039,39027,RTGS,2022-02-12,normal
ACC528361,ACC718226,39549,NEFT,2024-10-11,normal
ACC713762,ACC718226,112312,UPI,2025-09-04,normal
ACC478411,ACC321275,54631,NEFT,2022-01-27,normal
