FROM_ACCOUNT,TO_ACCOUNT,AMOUNT,TYPE,DATE,FLAG
ACC528361,ACC760021,27811,Cash Deposit,2023-12-01,normal
ACC342720,ACC600935,11615,NEFT,2024-01-04,normal
ACC360247,ACC717113,62261,NEFT,2024-09-12,normal
ACC326895,ACC168517,82450,NEFT,2023-04-13,normal
ACC760021,ACC718226,122329,UPI,2025-10-07,normal
ACC168517,ACC717113,23969,RTGS,2023-11-02,normal
ACC185131,ACC760021,123470,Cash Deposit,2024-10-20,normal
ACC168517,ACC522060,36141,UPI,2024-07-21,normal
ACC168517,ACC836996,21663,Cash Deposit,2024-08-09,normal
ACC751194,ACC168517,33638,NEFT,2024-10-04,normal
ACC147726,ACC600935,68533,RTGS,2023-07-27,normal
ACC360247,ACC142185,10522,Cash Deposit,2024-03-25,normal
ACC168517,ACC718226,99437,UPI,2023-07-24,normal
ACC760021,ACC889359,102192,UPI,2025-03-22,normal
ACC185131,ACC360247,143947,Cash Deposit,2022-12-18,normal
ACC168517,ACC751194,46114,Cash Deposit,2024-01-13,normal
ACC153872,ACC901577,51467,Cash Deposit,2025-04-21,normal
ACC168517,ACC332360,106850,RTGS,2023-07-30,normal
ACC901577,ACC153872,71889,NEFT,2023-07-02,normal
ACC718226,ACC600935,53867,RTGS,2024-11-22,normal
ACC168517,ACC332360,114024,Cash Deposit,2022-04-13,normal
ACC168517,ACC717113,109627,Cash Deposit,2022-07-12,normal
ACC326895,ACC760021,138983,Cash Deposit,2023-06-21,normal
ACC600935,ACC396451,33520,UPI,2025-01-27,normal
ACC522060,ACC760021,128242,NEFT,2024-03-29,normal
ACC901577,ACC114835,118072,RTGS,2022-03-02,normal
ACC713762,ACC360247,73186,Cash Deposit,2023-04-21,normal
ACC147726,ACC760021,3462,RTGS,2024-03-02,normal
ACC168517,ACC340044,42914,Cash Deposit,2024-04-24,normal
ACC114835,ACC360247,110689,UPI,2025-01-31,normal
ACC717113,ACC600935,74249,NEFT,2022-07-01,normal
ACC341736,ACC901577,141036,NEFT,2022-10-01,normal
ACC718226,ACC901577,127163,RTGS,2024-03-29,normal
ACC600935,ACC332360,143596,Cash Deposit,2024-06-09,normal
ACC901577,ACC717113,34794,NEFT,2025-03-10,normal
ACC751194,ACC168517,84771,NEFT,2024-04-08,normal
ACC332360,ACC760021,131988,UPI,2023-02-07,normal
ACC718226,ACC901577,22723,Cash Deposit,2022-07-15,normal
ACC332360,ACC360247,56789,RTGS,2025-04-20,normal
ACC141797,ACC901577,106684,Cash Deposit,2025-11-02,normal
ACC360247,ACC332360,104692,UPI,2023-10-21,normal
ACC360247,ACC185131,75963,NEFT,2023-04-01,normal
ACC901577,ACC718226,106684,UPI,2023-05-09,normal
ACC168517,ACC142185,97252,Cash Deposit,2025-12-27,normal
ACC332360,ACC360247,6310,Cash Deposit,2022-09-23,normal
ACC168517,ACC901577,119551,UPI,2022-01-13,normal
ACC301939,ACC760021,131772,Cash Deposit,2022-04-18,normal
ACC326895,ACC360247,90643,UPI,2025-08-27,normal
ACC141797,ACC760021,124536,UPI,2024-08-14,normal
ACC878967,ACC760021,81753,Cash Deposit,2022-10-05,normal
ACC273982,ACC168517,129085,RTGS,2025-03-25,normal
ACC717113,ACC760021,60398,Cash Deposit,2025-03-19,normal
ACC205409,ACC360247,38677,Cash Deposit,2023-11-12,normal
ACC600935,ACC360247,122658,Cash Deposit,2024-01-13,normal
ACC147726,ACC168517,137359,NEFT,2023-03-06,normal
ACC644173,ACC360247,25678,UPI,2024-08-17,normal
ACC396451,ACC360247,119446,Cash Deposit,2022-04-24,normal
ACC901577,ACC718226,135674,RTGS,2025-05-31,normal
ACC901577,ACC153872,55834,NEFT,2024-12-11,normal
ACC282256,ACC901577,145346,UPI,2022-07-24,normal
ACC332360,ACC168517,122649,RTGS,2024-11-12,normal
ACC360247,ACC522060,39256,Cash Deposit,2023-04-21,normal
ACC168517,ACC528361,134653,UPI,2025-09-17,normal
ACC901577,ACC751194,129678,NEFT,2023-07-03,normal
ACC360247,ACC718226,65272,NEFT,2023-02-17,normal
ACC478411,ACC600935,100973,RTGS,2024-04-30,normal
ACC522060,ACC168517,6232,RTGS,2022-07-12,normal
ACC717113,ACC168517,116995,Cash Deposit,2024-02-09,normal
ACC478411,ACC168517,53897,Cash Deposit,2022-11-01,normal
ACC760021,ACC889359,26840,UPI,2024-11-18,normal
ACC332360,ACC360247,100035,NEFT,2024-10-25,normal
ACC901577,ACC796212,108270,Cash Deposit,2025-07-16,normal
ACC760021,ACC889359,8850,NEFT,2024-04-25,normal
ACC114835,ACC360247,79603,RTGS,2025-03-04,normal
ACC396451,ACC168517,101494,RTGS,2022-05-01,normal
ACC360247,ACC889359,128346,NEFT,2025-02-08,normal
ACC901577,ACC341736,74115,UPI,2025-03-21,normal
ACC600935,ACC282256,80793,UPI,2022-01-24,normal
ACC522060,ACC901577,71547,NEFT,2022-07-01,normal
ACC360247,ACC522060,111374,NEFT,2024-05-04,normal
ACC147726,ACC901577,10645,NEFT,2022-05-29,normal
ACC326895,ACC360247,17403,Cash Deposit,2022-06-13,normal
ACC644173,ACC168517,135713,RTGS,2024-01-25,normal
ACC340044,ACC600935,144292,Cash Deposit,2025-05-08,normal
ACC717113,ACC760021,59909,NEFT,2022-04-30,normal
ACC205409,ACC760021,40179,RTGS,2023-01-13,normal
ACC360247,ACC332360,108861,UPI,2022-12-12,normal
ACC760021,ACC836996,94058,UPI,2025-09-12,normal
ACC901577,ACC718226,142522,RTGS,2023-07-23,normal
ACC717113,ACC600935,64983,UPI,2022-03-01,normal
ACC901577,ACC142185,131233,Cash Deposit,2024-02-02,normal
ACC147726,ACC901577,80339,NEFT,2025-04-18,normal
ACC342720,ACC760021,49277,NEFT,2023-10-24,normal
ACC360247,ACC876039,65016,Cash Deposit,2022-10-16,normal
ACC600935,ACC522060,9548,UPI,2024-02-26,normal
ACC360247,ACC528361,33253,UPI,2024-01-06,normal
ACC168517,ACC713762,3298,UPI,2024-03-22,normal
ACC360247,ACC340044,95924,UPI,2022-01-16,normal
ACC168517,ACC332360,21445,NEFT,2025-07-03,normal
ACC717113,ACC168517,114087,Cash Deposit,2023-02-23,normal
ACC760021,ACC717113,37898,NEFT,2024-02-05,normal
ACC718226,ACC901577,39753,UPI,2023-05-13,normal
ACC760021,ACC282256,24490,UPI,2025-11-29,normal
ACC342720,ACC360247,17732,NEFT,2025-01-12,normal
ACC718226,ACC760021,53664,NEFT,2022-03-28,normal
ACC153872,ACC168517,120175,Cash Deposit,2025-01-29,normal
ACC168517,ACC796212,26486,Cash Deposit,2022-08-07,normal
ACC901577,ACC717113,56530,UPI,2022-01-09,normal
ACC522060,ACC600935,127564,RTGS,2024-02-26,normal
ACC326895,ACC600935,54505,UPI,2025-11-23,normal
ACC899787,ACC168517,65765,NEFT,2024-05-12,normal
ACC760021,ACC341736,93396,UPI,2025-02-21,normal
ACC718226,ACC760021,56268,RTGS,2024-01-04,normal
ACC600935,ACC796212,68099,UPI,2024-02-27,normal
ACC718226,ACC360247,71171,UPI,2025-04-27,normal
ACC713762,ACC760021,35694,NEFT,2023-08-18,normal
ACC360247,ACC717113,63550,RTGS,2022-05-16,normal
