FROM_ACCOUNT,TO_ACCOUNT,AMOUNT,TYPE,DATE,FLAG
ACC717113,ACC889359,146912,NEFT,2025-02-20,normal
ACC342720,ACC528361,73038,UPI,2022-03-13,normal
ACC718226,ACC342720,12359,NEFT,2023-06-21,normal
ACC185131,ACC205409,123064,NEFT,2022-10-02,normal
ACC332360,ACC321275,131695,Cash Deposit,2025-11-13,normal
ACC522060,ACC717113,17596,RTGS,2025-06-26,normal
ACC321275,ACC718226,39864,Cash Deposit,2022-10-23,normal
ACC282256,ACC713762,108659,UPI,2023-02-24,normal
ACC185131,ACC332360,96474,RTGS,2023-02-07,normal
ACC142185,ACC717113,4615,RTGS,2023-11-26,normal
ACC396451,ACC326895,122973,UPI,2022-07-03,normal
ACC282256,ACC332360,120350,UPI,2022-12-18,normal
ACC282256,ACC600935,21810,RTGS,2025-09-03,normal
ACC522060,ACC321275,75224,NEFT,2024-04-14,normal
ACC718226,ACC342720,36536,Cash Deposit,2023-01-12,normal
ACC301939,ACC717113,6036,Cash Deposit,2022-10-23,normal
ACC717113,ACC326895,49875,Cash Deposit,2024-05-11,normal
ACC717113,ACC718226,102208,UPI,2022-03-17,normal
ACC836996,ACC717113,30951,NEFT,2023-10-17,normal
ACC185131,ACC396451,110429,RTGS,2023-06-07,normal
ACC901577,ACC396451,136662,RTGS,2025-10-13,normal
ACC717113,ACC168517,36243,RTGS,2022-06-25,normal
ACC717113,ACC185131,35517,Cash Deposit,2023-02-09,normal
ACC836996,ACC717113,140355,Cash Deposit,2024-04-20,normal
ACC836996,ACC396451,8066,NEFT,2025-04-02,normal
ACC478411,ACC282256,41916,UPI,2023-04-27,normal
ACC282256,ACC717113,103765,Cash Deposit,2022-01-19,normal
ACC332360,ACC717113,137017,UPI,2023-07-22,normal
ACC950544,ACC717113,77755,UPI,2022-01-03,normal
ACC332360,ACC717113,59426,Cash Deposit,2022-04-24,normal
ACC332360,ACC185131,116091,UPI,2023-10-28,normal
ACC185131,ACC644173,82074,UPI,2025-09-03,normal
ACC342720,ACC142185,36084,NEFT,2023-07-20,normal
ACC142185,ACC717113,117849,RTGS,2024-04-17,normal
ACC522060,ACC717113,95396,Cash Deposit,2022-12-02,normal
ACC326895,ACC342720,6506,Cash Deposit,2024-03-29,normal
ACC396451,ACC717113,25053,NEFT,2022-09-11,normal
ACC876039,ACC717113,53266,NEFT,2025-01-24,normal
ACC876039,ACC342720,133188,UPI,2024-10-26,normal
ACC185131,ACC360247,74673,RTGS,2025-04-16,normal
ACC321275,ACC717113,134444,NEFT,2024-02-28,normal
ACC282256,ACC760021,27926,RTGS,2025-04-22,normal
ACC185131,ACC326895,76683,RTGS,2025-07-26,normal
ACC360247,ACC321275,7933,UPI,2024-08-25,normal
ACC600935,ACC342720,16742,RTGS,2023-04-10,normal
ACC342720,ACC600935,42534,UPI,2022-09-23,normal
ACC876039,ACC321275,98032,RTGS,2023-12-22,normal
ACC342720,ACC478411,102250,Cash Deposit,2025-02-03,normal
ACC396451,ACC876039,95456,RTGS,2022-05-16,normal
ACC717113,ACC836996,97597,UPI,2025-11-28,normal
ACC717113,ACC718226,78764,NEFT,2024-10-27,normal
ACC528361,ACC321275,103747,Cash Deposit,2025-12-01,normal
ACC147726,ACC396451,62578,Cash Deposit,2025-09-29,normal
ACC878967,ACC185131,6944,Cash Deposit,2022-11-11,normal
ACC342720,ACC889359,98943,RTGS,2023-07-28,normal
ACC342720,ACC600935,11615,NEFT,2024-01-04,normal
ACC360247,ACC717113,62261,NEFT,2024-09-12,normal
ACC342720,ACC522060,79727,Cash Deposit,2022-05-30,normal
ACC185131,ACC644173,107090,RTGS,2024-09-01,normal
ACC185131,ACC522060,15662,NEFT,2024-04-12,normal
ACC396451,ACC950544,139184,UPI,2024-03-16,normal
ACC332360,ACC342720,139580,UPI,2025-05-21,normal
ACC168517,ACC717113,23969,RTGS,2023-11-02,normal
ACC876039,ACC282256,109870,NEFT,2024-07-11,normal
ACC185131,ACC760021,123470,Cash Deposit,2024-10-20,normal
ACC326895,ACC342720,70071,UPI,2022-10-29,normal
ACC326895,ACC321275,47990,UPI,2025-08-10,normal
ACC522060,ACC282256,146072,NEFT,2022-01-29,normal
ACC717113,ACC522060,117492,Cash Deposit,2022-11-24,normal
ACC342720,ACC889359,65351,NEFT,2025-02-11,normal
ACC836996,ACC717113,60947,RTGS,2022-09-18,normal
ACC878967,ACC717113,103611,Cash Deposit,2023-04-01,normal
ACC717113,ACC273982,120913,Cash Deposit,2022-12-07,normal
ACC332360,ACC185131,134557,RTGS,2025-01-23,normal
ACC717113,ACC718226,144138,NEFT,2025-03-18,normal
ACC717113,ACC878967,43124,UPI,2023-12-15,normal
ACC717113,ACC273982,148869,UPI,2023-08-07,normal
ACC717113,ACC528361,66383,UPI,2023-01-30,normal
ACC878967,ACC717113,118478,RTGS,2023-11-14,normal
ACC326895,ACC342720,72307,NEFT,2025-08-05,normal
ACC717113,ACC522060,91626,NEFT,2025-06-28,normal
ACC717113,ACC326895,119004,UPI,2022-06-05,normal
ACC332360,ACC717113,141734,Cash Deposit,2023-07-05,normal
ACC185131,ACC341736,29542,UPI,2023-09-06,normal
ACC717113,ACC326895,35252,Cash Deposit,2024-02-06,normal
ACC321275,ACC326895,86236,NEFT,2025-12-05,normal
ACC717113,ACC185131,3946,RTGS,2023-09-12,normal
ACC717113,ACC332360,91205,Cash Deposit,2024-08-14,normal
ACC185131,ACC360247,143947,Cash Deposit,2022-12-18,normal
ACC899787,ACC321275,127259,RTGS,2022-10-04,normal
ACC342720,ACC332360,135146,RTGS,2023-06-30,normal
ACC342720,ACC114835,147607,UPI,2022-11-22,normal
ACC205409,ACC396451,108360,Cash Deposit,2022-12-11,normal
ACC522060,ACC717113,25760,UPI,2022-12-14,normal
ACC717113,ACC342720,111446,UPI,2024-03-18,normal
ACC717113,ACC326895,54636,UPI,2025-01-08,normal
ACC342720,ACC836996,69888,NEFT,2023-08-03,normal
ACC522060,ACC282256,112622,UPI,2025-11-19,normal
ACC396451,ACC717113,49201,NEFT,2025-07-01,normal
ACC342720,ACC396451,133329,Cash Deposit,2024-03-07,normal
ACC522060,ACC342720,98920,RTGS,2023-04-07,normal
ACC185131,ACC718226,5168,Cash Deposit,2022-01-07,normal
ACC342720,ACC717113,10520,UPI,2025-04-06,normal
ACC168517,ACC717113,109627,Cash Deposit,2022-07-12,normal
ACC273982,ACC282256,10797,UPI,2022-05-03,normal
ACC141797,ACC717113,66394,NEFT,2023-03-09,normal
ACC114835,ACC717113,57309,RTGS,2022-02-15,normal
ACC600935,ACC396451,33520,UPI,2025-01-27,normal
ACC282256,ACC717113,55569,UPI,2023-09-16,normal
ACC282256,ACC718226,86581,Cash Deposit,2022-02-14,normal
ACC717113,ACC341736,32919,RTGS,2025-11-23,normal
ACC332360,ACC717113,149071,NEFT,2024-05-15,normal
ACC528361,ACC717113,5887,UPI,2024-08-29,normal
ACC340044,ACC717113,48481,NEFT,2024-11-08,normal
ACC876039,ACC717113,142642,RTGS,2022-11-24,normal
ACC878967,ACC717113,43349,UPI,2022-03-03,normal
ACC321275,ACC717113,63451,UPI,2022-06-28,normal
ACC205409,ACC717113,111719,NEFT,2024-07-09,normal
ACC713762,ACC717113,18648,Cash Deposit,2025-06-17,normal
ACC342720,ACC899787,21751,NEFT,2024-08-12,normal
ACC718226,ACC717113,15580,RTGS,2022-07-30,normal
ACC282256,ACC332360,7043,UPI,2024-07-26,normal
ACC717113,ACC600935,74249,NEFT,2022-07-01,normal
ACC326895,ACC396451,102004,UPI,2025-07-14,normal
ACC717113,ACC718226,138818,RTGS,2025-10-25,normal
ACC522060,ACC717113,108186,NEFT,2025-12-13,normal
ACC326895,ACC282256,141667,Cash Deposit,2024-06-19,normal
ACC342720,ACC718226,6264,RTGS,2023-05-13,normal
ACC478411,ACC396451,140658,Cash Deposit,2024-04-15,normal
ACC717113,ACC341736,83372,RTGS,2025-03-07,normal
ACC717113,ACC282256,145697,UPI,2023-05-23,normal
ACC321275,ACC153872,51097,RTGS,2024-02-02,normal
ACC185131,ACC717113,59075,NEFT,2023-09-08,normal
ACC901577,ACC717113,34794,NEFT,2025-03-10,normal
ACC717113,ACC522060,107460,UPI,2024-12-29,normal
ACC717113,ACC644173,42091,Cash Deposit,2025-08-27,normal
ACC326895,ACC321275,85358,NEFT,2023-04-07,normal
ACC342720,ACC718226,19219,RTGS,2022-01-11,normal
ACC717113,ACC332360,94803,NEFT,2024-11-08,normal
ACC717113,ACC273982,2705,Cash Deposit,2022-04-14,normal
ACC717113,ACC342720,145112,UPI,2022-11-03,normal
ACC717113,ACC899787,7515,RTGS,2025-09-13,normal
ACC717113,ACC718226,102174,RTGS,2023-08-02,normal
ACC321275,ACC326895,55404,Cash Deposit,2023-04-30,normal
ACC185131,ACC341736,16547,RTGS,2023-01-24,normal
ACC360247,ACC185131,75963,NEFT,2023-04-01,normal
ACC713762,ACC396451,43663,NEFT,2022-10-28,normal
ACC718226,ACC717113,125308,NEFT,2025-10-20,normal
ACC718226,ACC185131,16864,UPI,2024-12-25,normal
ACC718226,ACC282256,90855,Cash Deposit,2023-05-15,normal
ACC889359,ACC396451,103577,UPI,2024-04-15,normal
ACC717113,ACC889359,4100,NEFT,2025-07-01,normal
ACC153872,ACC717113,112519,NEFT,2024-04-11,normal
ACC717113,ACC478411,48987,Cash Deposit,2023-06-08,normal
ACC717113,ACC332360,100402,Cash Deposit,2023-06-26,normal
ACC717113,ACC718226,122647,NEFT,2022-09-10,normal
ACC522060,ACC396451,25252,Cash Deposit,2025-01-15,normal
ACC878967,ACC717113,115373,UPI,2024-09-28,normal
ACC326895,ACC396451,137335,Cash Deposit,2023-07-26,normal
ACC717113,ACC950544,4383,RTGS,2025-10-09,normal
ACC321275,ACC114835,76539,UPI,2023-05-19,normal
ACC185131,ACC341736,132038,NEFT,2023-07-08,normal
ACC717113,ACC396451,107785,RTGS,2023-06-22,normal
ACC185131,ACC718226,119392,Cash Deposit,2023-07-02,normal
ACC282256,ACC522060,74822,NEFT,2025-05-10,normal
ACC522060,ACC717113,56404,RTGS,2022-10-20,normal
ACC342720,ACC889359,58748,UPI,2022-09-19,normal
ACC282256,ACC644173,69439,NEFT,2024-02-20,normal
ACC717113,ACC718226,67923,NEFT,2022-02-03,normal
ACC321275,ACC282256,130894,UPI,2022-05-12,normal
ACC717113,ACC478411,82202,Cash Deposit,2024-08-15,normal
ACC114835,ACC282256,87083,RTGS,2024-11-21,normal
ACC899787,ACC717113,103402,UPI,2023-01-30,normal
ACC899787,ACC185131,143703,UPI,2025-06-06,normal
ACC332360,ACC717113,74870,UPI,2022-05-22,normal
ACC718226,ACC717113,115576,NEFT,2025-07-30,normal
ACC282256,ACC478411,131012,NEFT,2023-09-05,normal
ACC717113,ACC760021,60398,Cash Deposit,2025-03-19,normal
ACC717113,ACC522060,124852,Cash Deposit,2023-01-27,normal
ACC282256,ACC713762,139017,UPI,2022-11-22,normal
ACC342720,ACC950544,105922,Cash Deposit,2025-11-27,normal
ACC185131,ACC478411,75387,RTGS,2022-12-06,normal
ACC326895,ACC717113,24662,NEFT,2024-01-31,normal
ACC717113,ACC147726,145853,NEFT,2025-04-30,normal
ACC185131,ACC326895,126192,RTGS,2022-09-01,normal
ACC717113,ACC340044,9071,UPI,2022-11-07,normal
ACC396451,ACC360247,119446,Cash Deposit,2022-04-24,normal
ACC332360,ACC396451,112289,Cash Deposit,2024-10-13,normal
ACC718226,ACC717113,22288,NEFT,2025-01-20,normal
ACC522060,ACC282256,123312,NEFT,2024-11-19,normal
ACC301939,ACC717113,30514,NEFT,2023-01-05,normal
ACC340044,ACC342720,9302,Cash Deposit,2025-07-18,normal
ACC282256,ACC901577,145346,UPI,2022-07-24,normal
ACC141797,ACC717113,143563,RTGS,2024-12-07,normal
ACC522060,ACC342720,27766,UPI,2024-11-12,normal
ACC114835,ACC717113,62546,Cash Deposit,2023-04-04,normal
ACC717113,ACC153872,14116,Cash Deposit,2023-05-12,normal
ACC522060,ACC342720,61057,Cash Deposit,2023-01-27,normal
ACC282256,ACC528361,59152,Cash Deposit,2022-07-25,normal
ACC718226,ACC717113,85438,NEFT,2024-06-20,normal
ACC205409,ACC717113,139572,UPI,2024-09-06,normal
ACC950544,ACC321275,75441,NEFT,2023-06-24,normal
ACC718226,ACC282256,141936,NEFT,2025-05-17,normal
ACC282256,ACC717113,116795,RTGS,2024-07-11,normal
ACC396451,ACC717113,95627,Cash Deposit,2024-05-23,normal
ACC321275,ACC878967,40614,RTGS,2025-09-18,normal
ACC717113,ACC326895,66864,RTGS,2025-04-09,normal
ACC396451,ACC332360,124306,Cash Deposit,2023-03-01,normal
ACC114835,ACC185131,92538,Cash Deposit,2025-07-18,normal
ACC717113,ACC340044,27921,Cash Deposit,2023-04-12,normal
ACC321275,ACC326895,149443,RTGS,2023-02-21,normal
ACC321275,ACC326895,148231,RTGS,2023-01-22,normal
ACC522060,ACC717113,87825,Cash Deposit,2022-11-03,normal
ACC717113,ACC326895,93871,RTGS,2022-05-09,normal
ACC326895,ACC282256,101512,NEFT,2023-03-23,normal
ACC717113,ACC342720,95507,RTGS,2025-08-09,normal
ACC522060,ACC717113,95327,UPI,2025-04-08,normal
ACC717113,ACC168517,116995,Cash Deposit,2024-02-09,normal
ACC644173,ACC282256,89693,NEFT,2023-12-05,normal
ACC185131,ACC644173,73063,Cash Deposit,2023-08-14,normal
ACC717113,ACC718226,65229,NEFT,2023-04-24,normal
ACC717113,ACC718226,18653,NEFT,2022-10-02,normal
ACC718226,ACC717113,76819,RTGS,2023-05-15,normal
ACC332360,ACC185131,142486,UPI,2024-09-10,normal
ACC717113,ACC751194,2602,RTGS,2022-10-20,normal
ACC282256,ACC796212,42213,RTGS,2022-02-25,normal
ACC718226,ACC717113,39137,NEFT,2022-02-09,normal
ACC326895,ACC717113,52447,UPI,2023-04-12,normal
ACC326895,ACC717113,89958,Cash Deposit,2024-04-23,normal
ACC718226,ACC396451,118055,NEFT,2024-05-26,normal
ACC878967,ACC717113,114734,UPI,2024-05-29,normal
ACC718226,ACC282256,95482,RTGS,2023-05-22,normal
ACC282256,ACC717113,126139,UPI,2025-07-04,normal
ACC718226,ACC717113,96508,RTGS,2022-12-30,normal
ACC717113,ACC332360,129906,UPI,2024-03-09,normal
ACC522060,ACC342720,72987,RTGS,2024-03-17,normal
ACC185131,ACC876039,90621,RTGS,2023-03-03,normal
ACC341736,ACC717113,146557,UPI,2023-11-26,normal
ACC332360,ACC717113,111667,UPI,2023-02-07,normal
ACC717113,ACC326895,145229,NEFT,2025-09-08,normal
ACC396451,ACC168517,101494,RTGS,2022-05-01,normal
ACC899787,ACC342720,3066,Cash Deposit,2022-07-15,normal
ACC717113,ACC718226,117873,UPI,2024-03-23,normal
ACC301939,ACC717113,45108,Cash Deposit,2024-03-06,normal
ACC600935,ACC282256,80793,UPI,2022-01-24,normal
ACC114835,ACC717113,134547,NEFT,2025-09-23,normal
ACC321275,ACC717113,25181,RTGS,2025-06-24,normal
ACC718226,ACC342720,9219,RTGS,2022-08-21,normal
ACC342720,ACC326895,73331,NEFT,2025-04-13,normal
ACC717113,ACC876039,129313,NEFT,2025-04-26,normal
ACC342720,ACC796212,24651,NEFT,2024-10-11,normal
ACC326895,ACC342720,22890,RTGS,2022-03-18,normal
ACC878967,ACC717113,33187,Cash Deposit,2023-12-15,normal
ACC332360,ACC717113,76185,NEFT,2024-09-23,normal
ACC717113,ACC760021,59909,NEFT,2022-04-30,normal
ACC478411,ACC717113,91321,RTGS,2024-06-05,normal
ACC717113,ACC332360,42910,RTGS,2024-03-09,normal
ACC153872,ACC396451,61814,NEFT,2024-02-03,normal
ACC321275,ACC340044,92971,NEFT,2025-09-28,normal
ACC717113,ACC340044,96210,NEFT,2024-09-29,normal
ACC717113,ACC600935,64983,UPI,2022-03-01,normal
ACC396451,ACC718226,35788,NEFT,2025-02-01,normal
ACC878967,ACC717113,147611,UPI,2025-06-03,normal
ACC522060,ACC717113,114702,NEFT,2025-03-06,normal
ACC326895,ACC185131,44134,RTGS,2025-08-04,normal
ACC342720,ACC760021,49277,NEFT,2023-10-24,normal
ACC332360,ACC321275,82691,Cash Deposit,2022-08-15,normal
ACC522060,ACC717113,101306,UPI,2022-01-31,normal
ACC717113,ACC114835,25762,UPI,2024-06-25,normal
ACC717113,ACC522060,102256,UPI,2025-05-22,normal
ACC522060,ACC717113,133101,Cash Deposit,2022-04-03,normal
ACC717113,ACC326895,61164,RTGS,2024-09-29,normal
ACC321275,ACC717113,114797,RTGS,2022-07-23,normal
ACC718226,ACC342720,58936,UPI,2022-10-07,normal
ACC153872,ACC342720,33003,Cash Deposit,2025-06-13,normal
ACC751194,ACC717113,111599,UPI,2022-05-18,normal
ACC332360,ACC717113,147168,Cash Deposit,2022-06-27,normal
ACC717113,ACC876039,117814,RTGS,2022-02-19,normal
ACC717113,ACC168517,114087,Cash Deposit,2023-02-23,normal
ACC717113,ACC332360,38191,Cash Deposit,2024-02-15,normal
ACC717113,ACC205409,59847,NEFT,2024-10-16,normal
ACC342720,ACC326895,143000,UPI,2025-03-02,normal
ACC522060,ACC321275,21175,UPI,2023-03-01,normal
ACC717113,ACC341736,127500,Cash Deposit,2025-01-01,normal
ACC147726,ACC717113,91345,UPI,2023-03-07,normal
ACC273982,ACC396451,44904,RTGS,2025-12-05,normal
ACC717113,ACC878967,75054,Cash Deposit,2025-03-29,normal
ACC321275,ACC522060,7683,RTGS,2023-09-21,normal
ACC717113,ACC718226,110337,UPI,2025-03-30,normal
ACC282256,ACC522060,131024,UPI,2023-01-03,normal
ACC282256,ACC321275,117566,UPI,2025-04-11,normal
ACC717113,ACC718226,99320,UPI,2022-01-09,normal
ACC760021,ACC717113,37898,NEFT,2024-02-05,normal
ACC153872,ACC185131,42910,NEFT,2025-11-21,normal
ACC321275,ACC114835,106910,NEFT,2024-06-30,normal
ACC522060,ACC342720,138372,UPI,2024-05-23,normal
ACC341736,ACC396451,41727,NEFT,2022-02-25,normal
ACC522060,ACC185131,137788,Cash Deposit,2023-08-22,normal
ACC332360,ACC396451,45616,RTGS,2025-11-16,normal
ACC760021,ACC282256,24490,UPI,2025-11-29,normal
ACC717113,ACC332360,99116,Cash Deposit,2024-05-08,normal
ACC717113,ACC522060,31812,UPI,2023-01-20,normal
ACC342720,ACC360247,17732,NEFT,2025-01-12,normal
ACC718226,ACC717113,18056,NEFT,2023-08-01,normal
ACC718226,ACC717113,127124,RTGS,2023-09-28,normal
ACC396451,ACC751194,108115,UPI,2025-05-26,normal
ACC332360,ACC717113,103025,Cash Deposit,2024-06-17,normal
ACC717113,ACC321275,54943,UPI,2025-09-21,normal
ACC326895,ACC717113,19556,Cash Deposit,2025-04-19,normal
ACC901577,ACC717113,56530,UPI,2022-01-09,normal
ACC332360,ACC342720,91383,UPI,2023-02-23,normal
ACC717113,ACC273982,60190,Cash Deposit,2023-06-07,normal
ACC717113,ACC528361,60657,UPI,2025-02-11,normal
ACC142185,ACC396451,124982,NEFT,2024-07-22,normal
ACC341736,ACC185131,134108,UPI,2024-03-09,normal
ACC332360,ACC717113,4259,NEFT,2024-06-25,normal
ACC332360,ACC321275,41934,Cash Deposit,2022-11-27,normal
ACC713762,ACC321275,122233,Cash Deposit,2022-02-13,normal
ACC332360,ACC321275,13496,RTGS,2022-05-22,normal
ACC321275,ACC522060,111853,NEFT,2022-01-19,normal
ACC522060,ACC717113,30258,RTGS,2023-08-04,normal
ACC644173,ACC321275,110309,RTGS,2025-07-21,normal
ACC478411,ACC321275,54631,NEFT,2022-01-27,normal
ACC360247,ACC717113,63550,RTGS,2022-05-16,normal
ACC950544,ACC185131,83191,NEFT,2024-12-24,normal
