FROM_ACCOUNT,TO_ACCOUNT,AMOUNT,TYPE,DATE,FLAG
ACC452161,ACC972335,70355,UPI,2023-04-11,normal
ACC181247,ACC442722,8350,UPI,2022-04-18,normal
ACC609232,ACC915451,62991,UPI,2022-11-09,normal
ACC452457,ACC540552,105758,Cash Deposit,2022-02-09,normal
ACC452457,ACC442722,110773,NEFT,2025-01-31,normal
ACC915451,ACC442722,56745,RTGS,2023-04-16,normal
ACC359249,ACC442722,98499,UPI,2024-11-08,normal
ACC540552,ACC452161,3926,Cash Deposit,2025-07-09,normal
ACC527398,ACC540552,103821,UPI,2022-11-24,normal
ACC972335,ACC527398,53320,Cash Deposit,2023-11-01,normal
ACC540552,ACC442722,120397,RTGS,2022-03-01,normal
ACC549433,ACC902784,50452,NEFT,2022-08-19,normal
ACC540552,ACC181247,55892,Cash Deposit,2023-02-14,normal
ACC972335,ACC442722,81526,RTGS,2024-01-10,normal
ACC181247,ACC442722,68147,NEFT,2023-03-21,normal
ACC540552,ACC827659,49426,UPI,2023-11-15,normal
ACC452457,ACC442722,87815,RTGS,2024-07-26,normal
ACC442722,ACC452161,130891,Cash Deposit,2024-09-10,normal
ACC972335,ACC442722,67147,NEFT,2022-06-09,normal
ACC171951,ACC466960,15114,Cash Deposit,2022-01-23,normal
ACC596564,ACC540552,101987,UPI,2025-03-09,normal
ACC181247,ACC540552,52013,Cash Deposit,2024-05-16,normal
ACC181247,ACC902784,7870,NEFT,2023-09-02,normal
ACC121369,ACC540552,70871,UPI,2024-07-24,normal
ACC181247,ACC442722,9960,UPI,2024-09-02,normal
ACC359249,ACC181247,63552,Cash Deposit,2024-07-21,normal
ACC527398,ACC442722,127757,UPI,2022-05-10,normal
ACC827659,ACC540552,100939,NEFT,2022-03-03,normal
ACC452457,ACC972335,110114,NEFT,2022-12-25,normal
ACC442722,ACC181247,18517,Cash Deposit,2023-07-30,normal
ACC442722,ACC258157,72067,Cash Deposit,2022-02-19,normal
ACC486814,ACC666390,119437,NEFT,2022-01-04,normal
ACC171951,ACC972335,116122,RTGS,2025-02-18,normal
ACC972335,ACC442722,14397,Cash Deposit,2023-08-10,normal
ACC181247,ACC540552,125856,UPI,2025-01-20,normal
ACC540552,ACC121369,146447,UPI,2025-01-12,normal
ACC540552,ACC442722,108693,RTGS,2022-12-23,normal
ACC540552,ACC736745,78663,RTGS,2022-10-30,normal
ACC442722,ACC902784,115170,Cash Deposit,2022-06-27,normal
ACC171951,ACC540552,96022,RTGS,2025-08-14,normal
ACC330080,ACC584125,45064,Cash Deposit,2022-03-29,normal
ACC452457,ACC466960,40024,Cash Deposit,2025-05-11,normal
ACC584125,ACC972335,43793,UPI,2025-03-20,normal
ACC486814,ACC972335,105900,RTGS,2022-06-17,normal
ACC171951,ACC736745,144605,NEFT,2022-03-27,normal
ACC442722,ACC324345,146296,UPI,2025-09-23,normal
ACC972335,ACC609232,87324,RTGS,2024-02-04,normal
ACC549433,ACC972335,59428,Cash Deposit,2025-03-27,normal
ACC972335,ACC442722,29899,RTGS,2023-04-08,normal
ACC452161,ACC442722,51369,NEFT,2022-01-02,normal
ACC452457,ACC596564,82361,RTGS,2023-05-11,normal
ACC540552,ACC258157,27319,NEFT,2023-01-27,normal
ACC359249,ACC588557,56286,NEFT,2023-01-16,normal
ACC181247,ACC330080,33182,Cash Deposit,2024-05-14,normal
ACC442722,ACC359249,80699,RTGS,2023-12-04,normal
ACC442722,ACC596564,12977,RTGS,2025-10-22,normal
ACC486814,ACC452457,94142,Cash Deposit,2022-03-05,normal
ACC442722,ACC466960,102599,NEFT,2025-01-08,normal
ACC902784,ACC442722,94026,RTGS,2025-11-03,normal
ACC736745,ACC540552,129781,RTGS,2022-06-27,normal
ACC324345,ACC181247,66327,NEFT,2025-07-16,normal
ACC330080,ACC972335,65275,RTGS,2025-05-21,normal
ACC915451,ACC540552,120279,RTGS,2023-03-20,normal
ACC181247,ACC442722,9401,RTGS,2024-11-02,normal
ACC181247,ACC666390,74021,RTGS,2025-11-28,normal
ACC972335,ACC584125,14770,NEFT,2023-06-03,normal
ACC442722,ACC452457,120417,UPI,2023-08-24,normal
ACC915451,ACC442722,113865,UPI,2022-08-13,normal
ACC486814,ACC181247,128391,UPI,2024-09-22,normal
ACC359249,ACC972335,48302,NEFT,2024-02-11,normal
ACC540552,ACC827659,131329,RTGS,2023-04-14,normal
ACC972335,ACC833442,32432,UPI,2022-07-27,normal
ACC181247,ACC442722,149526,RTGS,2022-02-18,normal
ACC452457,ACC972335,114714,Cash Deposit,2022-02-12,normal
ACC442722,ACC181247,126166,Cash Deposit,2022-03-10,normal
ACC508930,ACC442722,19547,NEFT,2022-05-14,normal
ACC527398,ACC833442,95753,RTGS,2024-08-30,normal
ACC452457,ACC324345,38051,NEFT,2022-09-05,normal
ACC452161,ACC372793,53515,Cash Deposit,2024-07-02,normal
ACC372793,ACC609232,50630,RTGS,2025-04-07,normal
ACC181247,ACC915451,55070,Cash Deposit,2022-10-29,normal
ACC181247,ACC442722,4934,NEFT,2024-02-01,normal
ACC452457,ACC359249,139511,Cash Deposit,2025-09-25,normal
ACC442722,ACC359249,37929,UPI,2023-10-17,normal
ACC466960,ACC972335,51457,RTGS,2025-09-21,normal
ACC609232,ACC827659,47198,NEFT,2024-03-05,normal
ACC452457,ACC466960,19824,NEFT,2024-09-05,normal
ACC372793,ACC324345,110398,Cash Deposit,2025-07-05,normal
ACC833442,ACC972335,108533,RTGS,2022-05-03,normal
ACC181247,ACC540552,105449,UPI,2022-02-26,normal
ACC442722,ACC596564,104439,UPI,2024-07-10,normal
ACC972335,ACC181247,135574,UPI,2024-04-12,normal
ACC324345,ACC549433,132320,RTGS,2022-06-03,normal
ACC442722,ACC902784,149242,UPI,2022-06-23,normal
ACC972335,ACC915451,74715,Cash Deposit,2024-03-16,normal
ACC330080,ACC972335,91517,Cash Deposit,2023-09-14,normal
ACC596564,ACC466960,125184,RTGS,2024-11-13,normal
ACC540552,ACC466960,148849,UPI,2025-10-29,normal
ACC609232,ACC181247,130365,NEFT,2023-12-03,normal
ACC324345,ACC527398,73106,UPI,2023-08-15,normal
ACC540552,ACC121369,64761,UPI,2025-03-05,normal
ACC972335,ACC549433,109882,Cash Deposit,2023-07-25,normal
ACC666390,ACC442722,38510,Cash Deposit,2025-11-10,normal
ACC666390,ACC442722,144285,Cash Deposit,2025-02-06,normal
ACC258157,ACC330080,138344,NEFT,2022-12-22,normal
ACC442722,ACC171951,66756,Cash Deposit,2023-02-26,normal
ACC666390,ACC442722,132273,UPI,2024-02-07,normal
ACC540552,ACC442722,122344,Cash Deposit,2025-01-05,normal
ACC181247,ACC442722,68200,RTGS,2022-09-12,normal
ACC972335,ACC736745,2856,UPI,2022-05-17,normal
ACC972335,ACC324345,131775,Cash Deposit,2024-07-20,normal
ACC549433,ACC902784,71651,RTGS,2022-04-15,normal
ACC442722,ACC452457,30332,RTGS,2024-09-02,normal
ACC540552,ACC181247,49475,Cash Deposit,2022-09-09,normal
ACC972335,ACC736745,12756,Cash Deposit,2022-05-24,normal
ACC181247,ACC584125,35402,RTGS,2022-07-16,normal
ACC258157,ACC171951,17697,NEFT,2022-01-21,normal
ACC540552,ACC442722,74659,RTGS,2023-08-06,normal
ACC324345,ACC827659,71923,Cash Deposit,2025-02-05,normal
ACC972335,ACC452161,147151,Cash Deposit,2025-04-11,normal
ACC972335,ACC666390,102472,NEFT,2023-02-21,normal
ACC833442,ACC181247,72707,NEFT,2024-09-22,normal
ACC181247,ACC972335,59926,RTGS,2023-05-11,normal
ACC442722,ACC171951,59761,NEFT,2023-07-27,normal
ACC359249,ACC442722,116083,RTGS,2025-04-02,normal
ACC508930,ACC827659,23495,RTGS,2024-04-16,normal
ACC508930,ACC442722,102787,RTGS,2025-06-13,normal
ACC915451,ACC972335,55773,RTGS,2025-10-10,normal
ACC508930,ACC171951,91728,NEFT,2023-10-22,normal
ACC452457,ACC442722,117917,UPI,2025-05-27,normal
ACC540552,ACC442722,101002,RTGS,2022-12-11,normal
ACC258157,ACC540552,108195,UPI,2023-07-16,normal
ACC442722,ACC121369,101468,RTGS,2025-05-14,normal
ACC486814,ACC442722,149668,NEFT,2023-05-15,normal
ACC330080,ACC972335,103939,Cash Deposit,2025-03-16,normal
ACC540552,ACC359249,116371,RTGS,2024-07-01,normal
ACC181247,ACC324345,61914,Cash Deposit,2023-07-06,normal
ACC121369,ACC527398,43444,UPI,2022-12-12,normal
ACC466960,ACC442722,141181,NEFT,2023-02-05,normal
ACC736745,ACC540552,61920,UPI,2022-07-04,normal
ACC181247,ACC442722,15124,NEFT,2023-05-28,normal
ACC549433,ACC324345,41067,UPI,2023-08-24,normal
ACC466960,ACC588557,50764,RTGS,2023-04-15,normal
ACC540552,ACC549433,62769,NEFT,2022-07-08,normal
ACC372793,ACC972335,48122,RTGS,2023-08-14,normal
ACC833442,ACC121369,63930,UPI,2022-02-05,normal
ACC442722,ACC181247,28610,UPI,2023-07-06,normal
ACC584125,ACC972335,147080,UPI,2024-01-26,normal
ACC452161,ACC596564,66394,Cash Deposit,2022-01-18,normal
ACC466960,ACC972335,136544,NEFT,2022-02-12,normal
ACC540552,ACC452161,124963,UPI,2022-11-16,normal
ACC324345,ACC442722,98256,Cash Deposit,2025-03-21,normal
ACC452161,ACC442722,13081,RTGS,2022-05-18,normal
ACC181247,ACC588557,140646,RTGS,2024-09-30,normal
ACC584125,ACC442722,139638,Cash Deposit,2024-08-13,normal
ACC972335,ACC442722,108220,RTGS,2023-05-30,normal
ACC452161,ACC466960,35093,UPI,2022-03-16,normal
ACC181247,ACC736745,80234,RTGS,2022-08-25,normal
ACC915451,ACC609232,6205,RTGS,2023-03-18,normal
ACC330080,ACC442722,38659,Cash Deposit,2025-08-22,normal
ACC540552,ACC181247,61525,Cash Deposit,2024-06-18,normal
ACC609232,ACC330080,123950,UPI,2024-01-31,normal
ACC330080,ACC902784,15460,UPI,2023-05-18,normal
ACC121369,ACC596564,79442,NEFT,2024-02-06,normal
ACC540552,ACC121369,115608,Cash Deposit,2022-06-09,normal
ACC540552,ACC549433,127071,RTGS,2022-03-24,normal
ACC181247,ACC540552,83354,UPI,2024-11-03,normal
ACC359249,ACC181247,149217,NEFT,2023-07-07,normal
ACC915451,ACC827659,138600,NEFT,2024-01-31,normal
ACC330080,ACC540552,122662,Cash Deposit,2023-12-12,normal
ACC588557,ACC181247,137527,NEFT,2025-04-14,normal
ACC171951,ACC972335,115615,NEFT,2024-11-18,normal
ACC442722,ACC584125,134631,UPI,2022-05-18,normal
ACC596564,ACC540552,117307,Cash Deposit,2025-07-24,normal
ACC181247,ACC972335,53467,RTGS,2022-07-10,normal
ACC527398,ACC827659,13537,NEFT,2023-09-13,normal
ACC833442,ACC258157,52767,UPI,2024-05-05,normal
ACC508930,ACC372793,57211,NEFT,2022-01-02,normal
ACC452161,ACC915451,128527,UPI,2022-05-16,normal
ACC609232,ACC736745,131363,NEFT,2022-08-22,normal
ACC442722,ACC972335,91846,Cash Deposit,2025-06-17,normal
ACC972335,ACC833442,69655,Cash Deposit,2025-03-27,normal
ACC442722,ACC540552,42789,Cash Deposit,2025-09-29,normal
ACC324345,ACC972335,115737,Cash Deposit,2024-09-16,normal
ACC540552,ACC452457,132776,NEFT,2024-04-08,normal
ACC833442,ACC540552,69539,UPI,2022-08-07,normal
ACC372793,ACC972335,59397,RTGS,2023-05-25,normal
ACC121369,ACC596564,144136,Cash Deposit,2024-11-01,normal
ACC902784,ACC540552,88825,NEFT,2023-09-05,normal
ACC324345,ACC442722,19385,NEFT,2023-10-05,normal
ACC508930,ACC972335,42382,RTGS,2024-04-28,normal
ACC486814,ACC540552,99092,Cash Deposit,2022-08-31,normal
ACC324345,ACC171951,130938,UPI,2024-03-22,normal
ACC902784,ACC972335,77095,UPI,2023-05-14,normal
ACC540552,ACC442722,100788,NEFT,2022-06-19,normal
ACC181247,ACC972335,4225,RTGS,2022-11-04,normal
ACC452457,ACC181247,41816,NEFT,2022-04-16,normal
ACC609232,ACC915451,78394,Cash Deposit,2024-01-22,normal
ACC442722,ACC181247,45311,Cash Deposit,2023-09-27,normal
ACC181247,ACC736745,23586,NEFT,2022-03-22,normal
ACC972335,ACC258157,46547,RTGS,2024-03-11,normal
ACC181247,ACC442722,139910,Cash Deposit,2022-05-27,normal
ACC181247,ACC330080,70152,NEFT,2022-11-19,normal
ACC452457,ACC827659,76369,RTGS,2022-03-07,normal
ACC466960,ACC442722,125905,Cash Deposit,2024-07-15,normal
ACC833442,ACC540552,107144,UPI,2024-05-06,normal
ACC442722,ACC258157,122923,UPI,2022-11-01,normal
ACC915451,ACC181247,32859,NEFT,2022-10-30,normal
ACC736745,ACC181247,21252,Cash Deposit,2023-08-02,normal
ACC442722,ACC508930,34143,Cash Deposit,2025-08-12,normal
ACC833442,ACC258157,126053,NEFT,2025-09-05,normal
ACC540552,ACC181247,68107,UPI,2024-03-08,normal
ACC972335,ACC330080,106199,Cash Deposit,2025-12-23,normal
ACC330080,ACC972335,112716,Cash Deposit,2025-09-10,normal
ACC486814,ACC972335,50224,UPI,2022-01-16,normal
ACC833442,ACC902784,129636,UPI,2023-11-17,normal
ACC915451,ACC181247,136423,RTGS,2025-05-21,normal
ACC833442,ACC121369,49320,NEFT,2024-05-05,normal
ACC972335,ACC442722,91905,Cash Deposit,2025-06-13,normal
ACC540552,ACC181247,133354,UPI,2023-02-18,normal
ACC181247,ACC442722,134377,RTGS,2023-07-15,normal
ACC171951,ACC736745,53553,NEFT,2024-06-09,normal
ACC330080,ACC442722,145425,RTGS,2023-08-18,normal
ACC181247,ACC540552,108780,NEFT,2025-04-21,normal
ACC609232,ACC171951,123515,UPI,2025-05-31,normal
ACC596564,ACC972335,60431,Cash Deposit,2024-07-09,normal
ACC540552,ACC442722,12147,Cash Deposit,2023-04-15,normal
ACC540552,ACC359249,62088,UPI,2022-03-25,normal
ACC833442,ACC330080,106065,RTGS,2022-01-05,normal
ACC972335,ACC584125,145273,NEFT,2024-05-03,normal
ACC452457,ACC833442,82269,NEFT,2025-05-14,normal
ACC452457,ACC442722,142008,Cash Deposit,2025-09-16,normal
ACC972335,ACC466960,103980,Cash Deposit,2025-02-22,normal
ACC666390,ACC442722,5725,RTGS,2025-11-04,normal
ACC181247,ACC442722,127793,NEFT,2022-02-12,normal
ACC181247,ACC972335,69683,Cash Deposit,2022-12-13,normal
ACC442722,ACC902784,113791,UPI,2023-02-22,normal
ACC540552,ACC972335,77701,NEFT,2023-09-26,normal
ACC181247,ACC452161,33834,UPI,2022-01-07,normal
ACC181247,ACC972335,72792,NEFT,2023-01-02,normal
ACC972335,ACC540552,133193,RTGS,2024-12-30,normal
ACC549433,ACC609232,74954,Cash Deposit,2022-06-20,normal
ACC972335,ACC540552,103680,Cash Deposit,2023-01-23,normal
ACC442722,ACC121369,24655,UPI,2022-05-10,normal
ACC181247,ACC452161,142197,RTGS,2023-02-02,normal
ACC736745,ACC972335,94112,Cash Deposit,2022-03-03,normal
ACC466960,ACC972335,115351,RTGS,2022-08-01,normal
ACC258157,ACC666390,128726,NEFT,2025-04-15,normal
ACC486814,ACC442722,131597,RTGS,2025-02-15,normal
ACC540552,ACC442722,54196,NEFT,2022-03-27,normal
ACC330080,ACC359249,95171,Cash Deposit,2022-02-05,normal
ACC442722,ACC902784,3949,RTGS,2023-10-08,normal
ACC181247,ACC972335,138449,NEFT,2025-02-23,normal
ACC442722,ACC609232,147119,Cash Deposit,2025-02-03,normal
ACC181247,ACC972335,85117,Cash Deposit,2023-05-19,normal
ACC584125,ACC508930,12207,NEFT,2022-08-07,normal
ACC833442,ACC442722,37892,Cash Deposit,2025-11-26,normal
ACC972335,ACC736745,75575,RTGS,2023-11-28,normal
ACC736745,ACC486814,97364,RTGS,2022-06-03,normal
ACC915451,ACC736745,87918,NEFT,2023-01-14,normal
ACC466960,ACC596564,28246,NEFT,2024-01-13,normal
ACC181247,ACC527398,89499,NEFT,2023-10-14,normal
ACC666390,ACC258157,22667,NEFT,2023-04-20,normal
ACC527398,ACC972335,146233,NEFT,2025-01-13,normal
ACC972335,ACC584125,145147,Cash Deposit,2023-09-01,normal
ACC181247,ACC540552,12679,RTGS,2023-10-01,normal
ACC181247,ACC540552,15645,NEFT,2022-10-08,normal
ACC181247,ACC833442,3051,RTGS,2022-08-07,normal
ACC915451,ACC972335,108427,NEFT,2025-01-14,normal
ACC527398,ACC442722,149112,NEFT,2023-05-23,normal
ACC540552,ACC666390,29229,NEFT,2025-07-15,normal
ACC609232,ACC442722,35203,UPI,2022-12-13,normal
ACC736745,ACC359249,139094,UPI,2023-07-14,normal
ACC452457,ACC324345,114649,RTGS,2023-03-09,normal
ACC258157,ACC549433,92247,RTGS,2022-10-06,normal
ACC486814,ACC902784,77409,UPI,2023-07-06,normal
ACC442722,ACC171951,112159,RTGS,2023-06-07,normal
ACC359249,ACC181247,52112,UPI,2023-06-03,normal
ACC442722,ACC972335,33451,UPI,2025-10-06,normal
ACC181247,ACC915451,67534,NEFT,2022-04-06,normal
ACC442722,ACC181247,59182,NEFT,2023-07-21,normal
ACC442722,ACC972335,5607,NEFT,2024-04-26,normal
ACC540552,ACC330080,40531,NEFT,2025-08-20,normal
ACC466960,ACC540552,109774,Cash Deposit,2024-02-15,normal
ACC508930,ACC258157,40250,RTGS,2023-02-28,normal
ACC540552,ACC466960,65640,RTGS,2024-09-30,normal
ACC833442,ACC508930,68089,RTGS,2022-01-07,normal
ACC330080,ACC181247,17621,Cash Deposit,2024-07-28,normal
ACC258157,ACC181247,77290,Cash Deposit,2022-10-16,normal
ACC588557,ACC508930,5609,NEFT,2024-08-27,normal
ACC442722,ACC540552,60803,UPI,2024-07-09,normal
ACC442722,ACC527398,126999,Cash Deposit,2024-03-10,normal
ACC452161,ACC827659,36992,UPI,2022-02-05,normal
ACC442722,ACC540552,146637,UPI,2024-11-09,normal
ACC181247,ACC442722,138846,NEFT,2023-06-06,normal
ACC527398,ACC442722,83321,NEFT,2024-04-06,normal
ACC181247,ACC833442,30080,Cash Deposit,2023-05-10,normal
ACC486814,ACC596564,140915,RTGS,2023-01-10,normal
ACC486814,ACC359249,7130,RTGS,2023-11-02,normal
ACC372793,ACC359249,52703,NEFT,2023-01-19,normal
ACC902784,ACC442722,73287,UPI,2025-04-15,normal
ACC486814,ACC372793,95555,RTGS,2022-07-16,normal
ACC609232,ACC258157,66194,NEFT,2023-10-28,normal
ACC466960,ACC540552,65220,Cash Deposit,2024-12-26,normal
ACC452457,ACC508930,149439,NEFT,2022-02-03,normal
ACC181247,ACC121369,62635,NEFT,2024-04-21,normal
ACC258157,ACC902784,21032,RTGS,2022-07-30,normal
ACC442722,ACC827659,58238,Cash Deposit,2023-03-24,normal
ACC181247,ACC527398,109253,Cash Deposit,2022-09-04,normal
ACC442722,ACC171951,56810,Cash Deposit,2022-07-11,normal
ACC596564,ACC442722,26513,UPI,2023-05-28,normal
ACC181247,ACC442722,143839,NEFT,2022-12-09,normal
ACC596564,ACC452457,58717,Cash Deposit,2024-04-23,normal
ACC181247,ACC452457,62117,Cash Deposit,2025-03-24,normal
ACC359249,ACC442722,95559,UPI,2024-07-15,normal
ACC915451,ACC181247,7599,Cash Deposit,2025-09-28,normal
ACC258157,ACC972335,63399,UPI,2022-04-03,normal
ACC181247,ACC330080,119825,UPI,2023-04-08,normal
ACC915451,ACC442722,55520,Cash Deposit,2024-01-21,normal
ACC972335,ACC508930,18585,RTGS,2022-11-22,normal
ACC540552,ACC666390,11208,UPI,2024-12-27,normal
ACC442722,ACC171951,30449,UPI,2022-06-23,normal
ACC258157,ACC452161,30426,UPI,2024-06-09,normal
ACC442722,ACC452161,138383,Cash Deposit,2026-01-01,normal
ACC171951,ACC452161,141682,UPI,2025-09-14,normal
ACC833442,ACC902784,118673,Cash Deposit,2023-07-26,normal
ACC527398,ACC827659,7250,RTGS,2023-02-06,normal
ACC588557,ACC972335,123862,NEFT,2022-07-06,normal
ACC972335,ACC181247,16101,NEFT,2023-04-16,normal
ACC372793,ACC540552,37446,UPI,2022-04-19,normal
ACC584125,ACC827659,35142,NEFT,2023-05-08,normal
ACC452457,ACC442722,21443,NEFT,2023-05-10,normal
ACC540552,ACC584125,70067,Cash Deposit,2023-06-19,normal
ACC584125,ACC972335,13539,RTGS,2024-05-25,normal
ACC972335,ACC258157,59804,NEFT,2025-12-02,normal
ACC549433,ACC442722,20726,NEFT,2024-05-14,normal
ACC442722,ACC540552,45157,Cash Deposit,2025-10-27,normal
ACC736745,ACC540552,10678,NEFT,2022-01-24,normal
ACC972335,ACC442722,9955,Cash Deposit,2022-06-21,normal
ACC452161,ACC442722,23250,UPI,2022-06-19,normal
ACC609232,ACC972335,117075,Cash Deposit,2025-01-08,normal
ACC181247,ACC442722,8774,Cash Deposit,2022-11-03,normal
ACC540552,ACC442722,134125,Cash Deposit,2025-08-15,normal
ACC972335,ACC527398,24292,UPI,2025-01-22,normal
ACC609232,ACC452457,22081,UPI,2022-11-05,normal
ACC972335,ACC588557,13130,RTGS,2023-10-06,normal
ACC609232,ACC452457,124503,NEFT,2022-02-23,normal
ACC442722,ACC359249,70494,RTGS,2023-05-19,normal
ACC540552,ACC549433,140945,RTGS,2022-11-04,normal
ACC540552,ACC181247,110258,Cash Deposit,2022-11-02,normal
ACC549433,ACC736745,98879,NEFT,2025-09-16,normal
ACC540552,ACC972335,100389,NEFT,2022-03-27,normal
ACC442722,ACC181247,56504,RTGS,2023-05-08,normal
ACC330080,ACC540552,6454,UPI,2025-07-02,normal
ACC972335,ACC596564,104675,NEFT,2023-06-02,normal
ACC171951,ACC596564,3303,Cash Deposit,2023-06-20,normal
ACC486814,ACC442722,145517,RTGS,2024-08-28,normal
ACC171951,ACC324345,52818,UPI,2024-02-14,normal
ACC549433,ACC181247,72202,UPI,2023-05-12,normal
ACC442722,ACC181247,106879,Cash Deposit,2025-06-21,normal
ACC442722,ACC549433,82608,Cash Deposit,2024-04-14,normal
ACC452161,ACC324345,112047,Cash Deposit,2022-09-25,normal
ACC442722,ACC972335,114954,NEFT,2023-03-15,normal
ACC540552,ACC972335,23539,NEFT,2024-08-04,normal
ACC972335,ACC588557,104204,Cash Deposit,2022-11-17,normal
ACC833442,ACC540552,78182,UPI,2022-03-28,normal
ACC540552,ACC827659,98743,UPI,2023-11-28,normal
ACC588557,ACC486814,8098,NEFT,2025-10-01,normal
